0,1,2,3,4,5,6,7,8
CN190730,19,073,"Greene County, IA",2009,5075,4756,319,6.3
CN190750,19,075,"Grundy County, IA",2009,6945,6602,343,4.9
CN190770,19,077,"Guthrie County, IA",2009,5991,5655,336,5.6
CN190790,19,079,"Hamilton County, IA",2009,8680,7977,703,8.1
CN190810,19,081,"Hancock County, IA",2009,6029,5484,545,9
CN190830,19,083,"Hardin County, IA",2009,9821,9227,594,6
CN190850,19,085,"Harrison County, IA",2009,7869,7524,345,4.4
CN190870,19,087,"Henry County, IA",2009,10240,9339,901,8.8
CN190890,19,089,"Howard County, IA",2009,4783,4370,413,8.6
CN190910,19,091,"Humboldt County, IA",2009,4908,4604,304,6.2
CN190930,19,093,"Ida County, IA",2009,4295,4047,248,5.8
CN190950,19,095,"Iowa County, IA",2009,8749,8243,506,5.8
CN190970,19,097,"Jackson County, IA",2009,11434,10554,880,7.7
CN190990,19,099,"Jasper County, IA",2009,17773,16334,1439,8.1
CN191010,19,101,"Jefferson County, IA",2009,8459,7722,737,8.7
CN191030,19,103,"Johnson County, IA",2009,81141,77547,3594,4.4
CN191050,19,105,"Jones County, IA",2009,10791,10114,677,6.3
CN191070,19,107,"Keokuk County, IA",2009,5768,5357,411,7.1
CN191090,19,109,"Kossuth County, IA",2009,8827,8331,496,5.6
CN191110,19,111,"Lee County, IA",2009,17872,15836,2036,11.4
PS190100,19,113,"Linn County, IA",2009,122807,114884,7923,6.5
CN191150,19,115,"Louisa County, IA",2009,6341,5831,510,8
CN191170,19,117,"Lucas County, IA",2009,4769,4481,288,6
CN191190,19,119,"Lyon County, IA",2009,6893,6595,298,4.3
CN191210,19,121,"Madison County, IA",2009,8456,7967,489,5.8
CN191230,19,123,"Mahaska County, IA",2009,11679,10783,896,7.7
CN191250,19,125,"Marion County, IA",2009,17574,16570,1004,5.7
CN191270,19,127,"Marshall County, IA",2009,20467,19035,1432,7
CN191290,19,129,"Mills County, IA",2009,8214,7859,355,4.3
CN191310,19,131,"Mitchell County, IA",2009,5591,5289,302,5.4
CN191330,19,133,"Monona County, IA",2009,4687,4356,331,7.1
CN191350,19,135,"Monroe County, IA",2009,4422,4091,331,7.5
CN191370,19,137,"Montgomery County, IA",2009,5450,4976,474,8.7
CN191390,19,139,"Muscatine County, IA",2009,23945,21823,2122,8.9
CN191410,19,141,"O'Brien County, IA",2009,7496,7100,396,5.3
CN191430,19,143,"Osceola County, IA",2009,3496,3306,190,5.4
CN191450,19,145,"Page County, IA",2009,7704,7036,668,8.7
CN191470,19,147,"Palo Alto County, IA",2009,5364,4988,376,7
CN191490,19,149,"Plymouth County, IA",2009,13966,13314,652,4.7
CN191510,19,151,"Pocahontas County, IA",2009,4790,4540,250,5.2
CN191530,19,153,"Polk County, IA",2009,245419,230164,15255,6.2
CN191550,19,155,"Pottawattamie County, IA",2009,48834,46503,2331,4.8
CN191570,19,157,"Poweshiek County, IA",2009,9671,9035,636,6.6
CN191590,19,159,"Ringgold County, IA",2009,2437,2308,129,5.3
CN191610,19,161,"Sac County, IA",2009,5815,5544,271,4.7
CN191630,19,163,"Scott County, IA",2009,92707,85944,6763,7.3
CN191650,19,165,"Shelby County, IA",2009,7343,7059,284,3.9
CN191670,19,167,"Sioux County, IA",2009,19217,18433,784,4.1
PA190070,19,169,"Story County, IA",2009,50519,48227,2292,4.5
CN191710,19,171,"Tama County, IA",2009,8633,8064,569,6.6
CN191730,19,173,"Taylor County, IA",2009,3292,3073,219,6.7
CN191750,19,175,"Union County, IA",2009,6848,6436,412,6
CN191770,19,177,"Van Buren County, IA",2009,3987,3668,319,8
CN191790,19,179,"Wapello County, IA",2009,20054,18175,1879,9.4
CN191810,19,181,"Warren County, IA",2009,26247,24736,1511,5.8
CN191830,19,183,"Washington County, IA",2009,12467,11850,617,4.9
CN191850,19,185,"Wayne County, IA",2009,3168,2966,202,6.4
CN191870,19,187,"Webster County, IA",2009,19184,17595,1589,8.3
CN191890,19,189,"Winnebago County, IA",2009,5857,5323,534,9.1
CN191910,19,191,"Winneshiek County, IA",2009,11070,10423,647,5.8
PS190200,19,193,"Woodbury County, IA",2009,56862,53601,3261,5.7
CN191950,19,195,"Worth County, IA",2009,4560,4271,289,6.3
CN191970,19,197,"Wright County, IA",2009,6596,6041,555,8.4
CN200010,20,001,"Allen County, KS",2009,7296,6726,570,7.8
CN200030,20,003,"Anderson County, KS",2009,4000,3686,314,7.9
CN200050,20,005,"Atchison County, KS",2009,9076,8338,738,8.1
CN200070,20,007,"Barber County, KS",2009,2679,2543,136,5.1
CN200090,20,009,"Barton County, KS",2009,15487,14543,944,6.1
CN200110,20,011,"Bourbon County, KS",2009,8373,7828,545,6.5
CN200130,20,013,"Brown County, KS",2009,5472,5166,306,5.6
CN200150,20,015,"Butler County, KS",2009,33664,31234,2430,7.2
CN200170,20,017,"Chase County, KS",2009,1435,1358,77,5.4
CN200190,20,019,"Chautauqua County, KS",2009,1867,1711,156,8.4
CN200210,20,021,"Cherokee County, KS",2009,11392,10420,972,8.5
CN200230,20,023,"Cheyenne County, KS",2009,1414,1362,52,3.7
CN200250,20,025,"Clark County, KS",2009,1166,1123,43,3.7
CN200270,20,027,"Clay County, KS",2009,4970,4759,211,4.2
CN200290,20,029,"Cloud County, KS",2009,5454,5208,246,4.5
CN200310,20,031,"Coffey County, KS",2009,4979,4693,286,5.7
CN200330,20,033,"Comanche County, KS",2009,960,924,36,3.8
CN200350,20,035,"Cowley County, KS",2009,18142,16760,1382,7.6
CN200370,20,037,"Crawford County, KS",2009,19092,17545,1547,8.1
CN200390,20,039,"Decatur County, KS",2009,1795,1735,60,3.3
CN200410,20,041,"Dickinson County, KS",2009,10560,10021,539,5.1
CN200430,20,043,"Doniphan County, KS",2009,4870,4443,427,8.8
CN200450,20,045,"Douglas County, KS",2009,61014,57721,3293,5.4
CN200470,20,047,"Edwards County, KS",2009,1688,1614,74,4.4
CN200490,20,049,"Elk County, KS",2009,1135,1010,125,11
CN200510,20,051,"Ellis County, KS",2009,16961,16354,607,3.6
CN200530,20,053,"Ellsworth County, KS",2009,3808,3651,157,4.1
CN200550,20,055,"Finney County, KS",2009,18278,17499,779,4.3
CN200570,20,057,"Ford County, KS",2009,16035,15424,611,3.8
CN200590,20,059,"Franklin County, KS",2009,14268,13250,1018,7.1
CN200610,20,061,"Geary County, KS",2009,13934,12976,958,6.9
CN200630,20,063,"Gove County, KS",2009,1376,1328,48,3.5
CN200650,20,065,"Graham County, KS",2009,1528,1462,66,4.3
CN200670,20,067,"Grant County, KS",2009,3964,3796,168,4.2
CN200690,20,069,"Gray County, KS",2009,2729,2637,92,3.4
CN200710,20,071,"Greeley County, KS",2009,685,654,31,4.5
CN200730,20,073,"Greenwood County, KS",2009,3214,2984,230,7.2
CN200750,20,075,"Hamilton County, KS",2009,1250,1197,53,4.2
CN200770,20,077,"Harper County, KS",2009,3157,2979,178,5.6
CN200790,20,079,"Harvey County, KS",2009,18786,17390,1396,7.4
CN200810,20,081,"Haskell County, KS",2009,2081,2003,78,3.7
CN200830,20,083,"Hodgeman County, KS",2009,859,823,36,4.2
CN200850,20,085,"Jackson County, KS",2009,7140,6710,430,6
CN200870,20,087,"Jefferson County, KS",2009,10001,9334,667,6.7
CN200890,20,089,"Jewell County, KS",2009,1850,1760,90,4.9
CN200910,20,091,"Johnson County, KS",2009,310731,289709,21022,6.8
CN200930,20,093,"Kearny County, KS",2009,2134,2039,95,4.5
CN200950,20,095,"Kingman County, KS",2009,4405,4128,277,6.3
CN200970,20,097,"Kiowa County, KS",2009,1374,1306,68,4.9
CN200990,20,099,"Labette County, KS",2009,12219,11271,948,7.8
CN201010,20,101,"Lane County, KS",2009,1004,970,34,3.4
PA200400,20,103,"Leavenworth County, KS",2009,33895,31407,2488,7.3
CN201050,20,105,"Lincoln County, KS",2009,1843,1726,117,6.3
CN201070,20,107,"Linn County, KS",2009,4905,4492,413,8.4
CN201090,20,109,"Logan County, KS",2009,1486,1426,60,4
CN201110,20,111,"Lyon County, KS",2009,17898,16869,1029,5.7
CN201130,20,113,"McPherson County, KS",2009,16759,15903,856,5.1
CN201150,20,115,"Marion County, KS",2009,6240,5849,391,6.3
CN201170,20,117,"Marshall County, KS",2009,6037,5743,294,4.9
CN201190,20,119,"Meade County, KS",2009,2289,2194,95,4.2
CN201210,20,121,"Miami County, KS",2009,17013,15860,1153,6.8
CN201230,20,123,"Mitchell County, KS",2009,3574,3367,207,5.8
CN201250,20,125,"Montgomery County, KS",2009,18831,17054,1777,9.4
CN201270,20,127,"Morris County, KS",2009,2933,2735,198,6.8
CN201290,20,129,"Morton County, KS",2009,1637,1560,77,4.7
CN201310,20,131,"Nemaha County, KS",2009,5582,5343,239,4.3
CN201330,20,133,"Neosho County, KS",2009,9340,8689,651,7
CN201350,20,135,"Ness County, KS",2009,1769,1699,70,4
CN201370,20,137,"Norton County, KS",2009,2760,2631,129,4.7
CN201390,20,139,"Osage County, KS",2009,8861,8243,618,7
CN201410,20,141,"Osborne County, KS",2009,2166,2070,96,4.4
CN201430,20,143,"Ottawa County, KS",2009,3192,2985,207,6.5
CN201450,20,145,"Pawnee County, KS",2009,3777,3638,139,3.7
CN201470,20,147,"Phillips County, KS",2009,2732,2567,165,6
CN201490,20,149,"Pottawatomie County, KS",2009,13270,12726,544,4.1
CN201510,20,151,"Pratt County, KS",2009,5567,5272,295,5.3
CN201530,20,153,"Rawlins County, KS",2009,1304,1258,46,3.5
PA200550,20,155,"Reno County, KS",2009,32337,30284,2053,6.3
CN201570,20,157,"Republic County, KS",2009,2960,2838,122,4.1
CN201590,20,159,"Rice County, KS",2009,5573,5286,287,5.1
PA200600,20,161,"Riley County, KS",2009,44960,43539,1421,3.2
CN201630,20,163,"Rooks County, KS",2009,2592,2404,188,7.3
CN201650,20,165,"Rush County, KS",2009,1584,1490,94,5.9
CN201670,20,167,"Russell County, KS",2009,3600,3435,165,4.6
PA200800,20,169,"Saline County, KS",2009,29497,27813,1684,5.7
CN201710,20,171,"Scott County, KS",2009,2693,2607,86,3.2
CN201730,20,173,"Sedgwick County, KS",2009,264663,241344,23319,8.8
CN201750,20,175,"Seward County, KS",2009,10809,10254,555,5.1
PS200150,20,177,"Shawnee County, KS",2009,95197,89131,6066,6.4
CN201790,20,179,"Sheridan County, KS",2009,1482,1434,48,3.2
CN201810,20,181,"Sherman County, KS",2009,3843,3692,151,3.9
CN201830,20,183,"Smith County, KS",2009,2027,1939,88,4.3
CN201850,20,185,"Stafford County, KS",2009,1984,1862,122,6.1
CN201870,20,187,"Stanton County, KS",2009,1092,1055,37,3.4
CN201890,20,189,"Stevens County, KS",2009,2095,1985,110,5.3
CN201910,20,191,"Sumner County, KS",2009,12481,11353,1128,9
CN201930,20,193,"Thomas County, KS",2009,4067,3921,146,3.6
CN201950,20,195,"Trego County, KS",2009,1826,1760,66,3.6
CN201970,20,197,"Wabaunsee County, KS",2009,3845,3591,254,6.6
CN201990,20,199,"Wallace County, KS",2009,892,839,53,5.9
CN202010,20,201,"Washington County, KS",2009,3301,3151,150,4.5
CN202030,20,203,"Wichita County, KS",2009,1240,1197,43,3.5
CN202050,20,205,"Wilson County, KS",2009,5497,4934,563,10.2
CN202070,20,207,"Woodson County, KS",2009,1655,1507,148,8.9
PS200100,20,209,"Wyandotte County, KS",2009,74459,66695,7764,10.4
CN210010,21,001,"Adair County, KY",2009,8891,7995,896,10.1
CN210030,21,003,"Allen County, KY",2009,8802,7546,1256,14.3
CN210050,21,005,"Anderson County, KY",2009,11069,9864,1205,10.9
CN210070,21,007,"Ballard County, KY",2009,4255,3823,432,10.2
CN210090,21,009,"Barren County, KY",2009,19780,17478,2302,11.6
CN210110,21,011,"Bath County, KY",2009,5120,4438,682,13.3
CN210130,21,013,"Bell County, KY",2009,9582,8385,1197,12.5
CN210150,21,015,"Boone County, KY",2009,62456,56721,5735,9.2
CN210170,21,017,"Bourbon County, KY",2009,9734,8847,887,9.1
PA210350,21,019,"Boyd County, KY",2009,23211,21282,1929,8.3
CN210210,21,021,"Boyle County, KY",2009,12864,11448,1416,11
CN210230,21,023,"Bracken County, KY",2009,4285,3850,435,10.2
CN210250,21,025,"Breathitt County, KY",2009,5602,5039,563,10
CN210270,21,027,"Breckinridge County, KY",2009,9476,8334,1142,12.1
CN210290,21,029,"Bullitt County, KY",2009,39704,35404,4300,10.8
CN210310,21,031,"Butler County, KY",2009,5601,4833,768,13.7
CN210330,21,033,"Caldwell County, KY",2009,6791,6053,738,10.9
CN210350,21,035,"Calloway County, KY",2009,17697,16277,1420,8
PA210400,21,037,"Campbell County, KY",2009,45543,40681,4862,10.7
CN210390,21,039,"Carlisle County, KY",2009,2211,2009,202,9.1
CN210410,21,041,"Carroll County, KY",2009,5735,5022,713,12.4
CN210430,21,043,"Carter County, KY",2009,13833,11964,1869,13.5
CN210450,21,045,"Casey County, KY",2009,7159,6426,733,10.2
PA210450,21,047,"Christian County, KY",2009,30101,26213,3888,12.9
CN210490,21,049,"Clark County, KY",2009,17767,15737,2030,11.4
CN210510,21,051,"Clay County, KY",2009,6868,5941,927,13.5
CN210530,21,053,"Clinton County, KY",2009,4605,4191,414,9
CN210550,21,055,"Crittenden County, KY",2009,4022,3587,435,10.8
CN210570,21,057,"Cumberland County, KY",2009,2932,2550,382,13
CN210590,21,059,"Daviess County, KY",2009,48466,44064,4402,9.1
CN210610,21,061,"Edmonson County, KY",2009,5450,4750,700,12.8
CN210630,21,063,"Elliott County, KY",2009,3204,2800,404,12.6
CN210650,21,065,"Estill County, KY",2009,6262,5457,805,12.9
PA210150,21,067,"Fayette County, KY",2009,150966,139363,11603,7.7
CN210690,21,069,"Fleming County, KY",2009,6561,5760,801,12.2
CN210710,21,071,"Floyd County, KY",2009,15695,13747,1948,12.4
CN210730,21,073,"Franklin County, KY",2009,24777,22534,2243,9.1
CN210750,21,075,"Fulton County, KY",2009,2699,2310,389,14.4
CN210770,21,077,"Gallatin County, KY",2009,3985,3542,443,11.1
CN210790,21,079,"Garrard County, KY",2009,7733,6814,919,11.9
CN210810,21,081,"Grant County, KY",2009,12727,11438,1289,10.1
CN210830,21,083,"Graves County, KY",2009,15888,14251,1637,10.3
CN210850,21,085,"Grayson County, KY",2009,11589,9690,1899,16.4
CN210870,21,087,"Green County, KY",2009,5611,4916,695,12.4
CN210890,21,089,"Greenup County, KY",2009,18017,16248,1769,9.8
CN210910,21,091,"Hancock County, KY",2009,4518,3905,613,13.6
PA210500,21,093,"Hardin County, KY",2009,48735,43868,4867,10
CN210950,21,095,"Harlan County, KY",2009,10059,8801,1258,12.5
CN210970,21,097,"Harrison County, KY",2009,9551,8490,1061,11.1
CN210990,21,099,"Hart County, KY",2009,8334,7452,882,10.6
CN211010,21,101,"Henderson County, KY",2009,23152,20889,2263,9.8
CN211030,21,103,"Henry County, KY",2009,7987,7136,851,10.7
CN211050,21,105,"Hickman County, KY",2009,2006,1822,184,9.2
CN211070,21,107,"Hopkins County, KY",2009,22651,20588,2063,9.1
CN211090,21,109,"Jackson County, KY",2009,4240,3498,742,17.5
PS210200,21,111,"Jefferson County, KY",2009,363298,325029,38269,10.5
CN211130,21,113,"Jessamine County, KY",2009,22949,20936,2013,8.8
CN211150,21,115,"Johnson County, KY",2009,9634,8566,1068,11.1
CN211170,21,117,"Kenton County, KY",2009,84927,76464,8463,10
CN211190,21,119,"Knott County, KY",2009,6461,5685,776,12
CN211210,21,121,"Knox County, KY",2009,12938,11447,1491,11.5
CN211230,21,123,"Larue County, KY",2009,7189,6418,771,10.7
CN211250,21,125,"Laurel County, KY",2009,26874,24159,2715,10.1
CN211270,21,127,"Lawrence County, KY",2009,5942,5164,778,13.1
CN211290,21,129,"Lee County, KY",2009,2732,2396,336,12.3
CN211310,21,131,"Leslie County, KY",2009,3622,3124,498,13.7
CN211330,21,133,"Letcher County, KY",2009,8947,7869,1078,12
CN211350,21,135,"Lewis County, KY",2009,5929,5036,893,15.1
CN211370,21,137,"Lincoln County, KY",2009,10823,9514,1309,12.1
CN211390,21,139,"Livingston County, KY",2009,4859,4384,475,9.8
CN211410,21,141,"Logan County, KY",2009,12667,11354,1313,10.4
CN211430,21,143,"Lyon County, KY",2009,3341,2935,406,12.2
PA210600,21,145,"McCracken County, KY",2009,31618,28756,2862,9.1
CN211470,21,147,"McCreary County, KY",2009,5794,5021,773,13.3
CN211490,21,149,"McLean County, KY",2009,4736,4232,504,10.6
PA210700,21,151,"Madison County, KY",2009,42962,39204,3758,8.7
CN211530,21,153,"Magoffin County, KY",2009,4647,3654,993,21.4
CN211550,21,155,"Marion County, KY",2009,10758,9366,1392,12.9
CN211570,21,157,"Marshall County, KY",2009,14799,13212,1587,10.7
CN211590,21,159,"Martin County, KY",2009,3466,3036,430,12.4
CN211610,21,161,"Mason County, KY",2009,9190,8173,1017,11.1
CN211630,21,163,"Meade County, KY",2009,12011,10521,1490,12.4
CN211650,21,165,"Menifee County, KY",2009,2689,2293,396,14.7
CN211670,21,167,"Mercer County, KY",2009,10674,9520,1154,10.8
CN211690,21,169,"Metcalfe County, KY",2009,4691,3950,741,15.8
CN211710,21,171,"Monroe County, KY",2009,4886,4204,682,14
CN211730,21,173,"Montgomery County, KY",2009,12538,10959,1579,12.6
CN211750,21,175,"Morgan County, KY",2009,5065,4332,733,14.5
CN211770,21,177,"Muhlenberg County, KY",2009,13543,12098,1445,10.7
CN211790,21,179,"Nelson County, KY",2009,21851,19337,2514,11.5
CN211810,21,181,"Nicholas County, KY",2009,3135,2743,392,12.5
CN211830,21,183,"Ohio County, KY",2009,12670,11475,1195,9.4
CN211850,21,185,"Oldham County, KY",2009,27675,25292,2383,8.6
CN211870,21,187,"Owen County, KY",2009,5266,4735,531,10.1
CN211890,21,189,"Owsley County, KY",2009,1508,1339,169,11.2
CN211910,21,191,"Pendleton County, KY",2009,7488,6615,873,11.7
CN211930,21,193,"Perry County, KY",2009,11473,10036,1437,12.5
PA210200,21,195,"Pike County, KY",2009,26244,23443,2801,10.7
CN211970,21,197,"Powell County, KY",2009,5802,4834,968,16.7
CN211990,21,199,"Pulaski County, KY",2009,27559,24811,2748,10
CN212010,21,201,"Robertson County, KY",2009,971,878,93,9.6
CN212030,21,203,"Rockcastle County, KY",2009,7482,6527,955,12.8
CN212050,21,205,"Rowan County, KY",2009,12453,11380,1073,8.6
CN212070,21,207,"Russell County, KY",2009,8425,7516,909,10.8
CN212090,21,209,"Scott County, KY",2009,22548,20501,2047,9.1
CN212110,21,211,"Shelby County, KY",2009,21589,19524,2065,9.6
CN212130,21,213,"Simpson County, KY",2009,9673,8532,1141,11.8
CN212150,21,215,"Spencer County, KY",2009,9002,8083,919,10.2
CN212170,21,217,"Taylor County, KY",2009,14079,12644,1435,10.2
CN212190,21,219,"Todd County, KY",2009,5370,4691,679,12.6
CN212210,21,221,"Trigg County, KY",2009,6676,5605,1071,16
CN212230,21,223,"Trimble County, KY",2009,4407,3936,471,10.7
CN212250,21,225,"Union County, KY",2009,7741,6902,839,10.8
PA210550,21,227,"Warren County, KY",2009,57770,52441,5329,9.2
CN212290,21,229,"Washington County, KY",2009,5558,4850,708,12.7
CN212310,21,231,"Wayne County, KY",2009,8757,7567,1190,13.6
CN212330,21,233,"Webster County, KY",2009,6533,5960,573,8.8
CN212350,21,235,"Whitley County, KY",2009,15489,13728,1761,11.4
CN212370,21,237,"Wolfe County, KY",2009,2308,1987,321,13.9
CN212390,21,239,"Woodford County, KY",2009,13341,12239,1102,8.3
PA220200,22,001,"Acadia Parish, LA",2009,27248,25311,1937,7.1
CN220030,22,003,"Allen Parish, LA",2009,8944,8044,900,10.1
PA221000,22,005,"Ascension Parish, LA",2009,48919,45640,3279,6.7
CN220070,22,007,"Assumption Parish, LA",2009,10535,9607,928,8.8
CN220090,22,009,"Avoyelles Parish, LA",2009,16480,15141,1339,8.1
CN220110,22,011,"Beauregard Parish, LA",2009,15015,13809,1206,8
CN220130,22,013,"Bienville Parish, LA",2009,6271,5610,661,10.5
CN220150,22,015,"Bossier Parish, LA",2009,52449,49096,3353,6.4
CN220170,22,017,"Caddo Parish, LA",2009,117946,108573,9373,7.9
CN220190,22,019,"Calcasieu Parish, LA",2009,92165,85571,6594,7.2
CN220210,22,021,"Caldwell Parish, LA",2009,4785,4271,514,10.7
CN220230,22,023,"Cameron Parish, LA",2009,3525,3329,196,5.6
CN220250,22,025,"Catahoula Parish, LA",2009,4366,3915,451,10.3
CN220270,22,027,"Claiborne Parish, LA",2009,6728,6036,692,10.3
CN220290,22,029,"Concordia Parish, LA",2009,7899,7006,893,11.3
CN220310,22,031,"De Soto Parish, LA",2009,11378,10359,1019,9
PS220050,22,033,"East Baton Rouge Parish, LA",2009,216456,201753,14703,6.8
CN220350,22,035,"East Carroll Parish, LA",2009,3074,2639,435,14.2
CN220370,22,037,"East Feliciana Parish, LA",2009,8094,7446,648,8
CN220390,22,039,"Evangeline Parish, LA",2009,12754,11655,1099,8.6
CN220410,22,041,"Franklin Parish, LA",2009,7989,7085,904,11.3
CN220430,22,043,"Grant Parish, LA",2009,8946,8214,732,8.2
PA220300,22,045,"Iberia Parish, LA",2009,36155,33406,2749,7.6
CN220470,22,047,"Iberville Parish, LA",2009,12518,11211,1307,10.4
CN220490,22,049,"Jackson Parish, LA",2009,6773,6248,525,7.8
PS220150,22,051,"Jefferson Parish, LA",2009,225260,210623,14637,6.5
CN220530,22,053,"Jefferson Davis Parish, LA",2009,14978,14016,962,6.4
PS220170,22,055,"Lafayette Parish, LA",2009,111155,104585,6570,5.9
PA220350,22,057,"Lafourche Parish, LA",2009,48568,46164,2404,4.9
CN220590,22,059,"La Salle Parish, LA",2009,6612,6130,482,7.3
CN220610,22,061,"Lincoln Parish, LA",2009,19697,18155,1542,7.8
PA220970,22,063,"Livingston Parish, LA",2009,56076,52149,3927,7
CN220650,22,065,"Madison Parish, LA",2009,4744,4305,439,9.3
CN220670,22,067,"Morehouse Parish, LA",2009,12122,10297,1825,15.1
CN220690,22,069,"Natchitoches Parish, LA",2009,17544,16071,1473,8.4
PS220200,22,071,"Orleans Parish, LA",2009,112898,100846,12052,10.7
PS220220,22,073,"Ouachita Parish, LA",2009,70282,64924,5358,7.6
CN220750,22,075,"Plaquemines Parish, LA",2009,9110,8548,562,6.2
CN220770,22,077,"Pointe Coupee Parish, LA",2009,9562,8805,757,7.9
PS220250,22,079,"Rapides Parish, LA",2009,61110,56914,4196,6.9
CN220810,22,081,"Red River Parish, LA",2009,3462,3129,333,9.6
CN220830,22,083,"Richland Parish, LA",2009,8980,8022,958,10.7
CN220850,22,085,"Sabine Parish, LA",2009,10032,9222,810,8.1
PA220450,22,087,"St. Bernard Parish, LA",2009,10298,9213,1085,10.5
CN220890,22,089,"St. Charles Parish, LA",2009,26674,24941,1733,6.5
CN220910,22,091,"St. Helena Parish, LA",2009,4292,3786,506,11.8
CN220930,22,093,"St. James Parish, LA",2009,9345,8412,933,10
CN220950,22,095,"St. John the Baptist Parish, LA",2009,23029,21097,1932,8.4
PA220500,22,097,"St. Landry Parish, LA",2009,38544,35334,3210,8.3
CN220990,22,099,"St. Martin Parish, LA",2009,24111,22304,1807,7.5
PA220550,22,101,"St. Mary Parish, LA",2009,23831,21784,2047,8.6
PA220600,22,103,"St. Tammany Parish, LA",2009,117315,111209,6106,5.2
PA220650,22,105,"Tangipahoa Parish, LA",2009,53606,49270,4336,8.1
CN221070,22,107,"Tensas Parish, LA",2009,2091,1809,282,13.5
PA220750,22,109,"Terrebonne Parish, LA",2009,54583,51726,2857,5.2
CN221110,22,111,"Union Parish, LA",2009,10520,9232,1288,12.2
CN221130,22,113,"Vermilion Parish, LA",2009,24972,23171,1801,7.2
PA220950,22,115,"Vernon Parish, LA",2009,21534,20086,1448,6.7
CN221170,22,117,"Washington Parish, LA",2009,15795,14276,1519,9.6
CN221190,22,119,"Webster Parish, LA",2009,20462,18598,1864,9.1
CN221210,22,121,"West Baton Rouge Parish, LA",2009,10689,9897,792,7.4
CN221230,22,123,"West Carroll Parish, LA",2009,4488,3725,763,17
CN221250,22,125,"West Feliciana Parish, LA",2009,4783,4389,394,8.2
CN221270,22,127,"Winn Parish, LA",2009,6796,6178,618,9.1
PA230100,23,001,"Androscoggin County, ME",2009,57551,52731,4820,8.4
PA230150,23,003,"Aroostook County, ME",2009,35157,31878,3279,9.3
PS230050,23,005,"Cumberland County, ME",2009,156856,146668,10188,6.5
CN230070,23,007,"Franklin County, ME",2009,14029,12459,1570,11.2
CN230090,23,009,"Hancock County, ME",2009,31504,29349,2155,6.8
PA230170,23,011,"Kennebec County, ME",2009,63143,58546,4597,7.3
CN230130,23,013,"Knox County, ME",2009,20400,18973,1427,7
CN230150,23,015,"Lincoln County, ME",2009,18267,17118,1149,6.3
CN230170,23,017,"Oxford County, ME",2009,27553,24541,3012,10.9
PA230200,23,019,"Penobscot County, ME",2009,78274,72032,6242,8
CN230210,23,021,"Piscataquis County, ME",2009,7465,6598,867,11.6
CN230230,23,023,"Sagadahoc County, ME",2009,18416,17174,1242,6.7
CN230250,23,025,"Somerset County, ME",2009,25041,22366,2675,10.7
CN230270,23,027,"Waldo County, ME",2009,18904,17424,1480,7.8
CN230290,23,029,"Washington County, ME",2009,14433,12937,1496,10.4
PA230600,23,031,"York County, ME",2009,114062,105630,8432,7.4
PA240400,24,001,"Allegany County, MD",2009,35360,32705,2655,7.5
PA240150,24,003,"Anne Arundel County, MD",2009,274347,256451,17896,6.5
PS240300,24,005,"Baltimore County, MD",2009,421367,389130,32237,7.7
CN240090,24,009,"Calvert County, MD",2009,46453,43699,2754,5.9
CN240110,24,011,"Caroline County, MD",2009,16088,14665,1423,8.8
PA240250,24,013,"Carroll County, MD",2009,91735,86187,5548,6
PA240500,24,015,"Cecil County, MD",2009,49117,44914,4203,8.6
PA240600,24,017,"Charles County, MD",2009,74014,69613,4401,5.9
CN240190,24,019,"Dorchester County, MD",2009,16641,14834,1807,10.9
PS240350,24,021,"Frederick County, MD",2009,124672,117267,7405,5.9
CN240230,24,023,"Garrett County, MD",2009,16351,15220,1131,6.9
PA240200,24,025,"Harford County, MD",2009,129382,120252,9130,7.1
PA240300,24,027,"Howard County, MD",2009,154940,146595,8345,5.4
CN240290,24,029,"Kent County, MD",2009,10656,9895,761,7.1
PS240100,24,031,"Montgomery County, MD",2009,511897,484519,27378,5.3
PS240150,24,033,"Prince George's County, MD",2009,437693,405567,32126,7.3
CN240350,24,035,"Queen Anne's County, MD",2009,25517,23831,1686,6.6
PA240650,24,037,"St. Mary's County, MD",2009,50172,47346,2826,5.6
CN240390,24,039,"Somerset County, MD",2009,11167,10102,1065,9.5
CN240410,24,041,"Talbot County, MD",2009,18662,17401,1261,6.8
PA240350,24,043,"Washington County, MD",2009,67925,61548,6377,9.4
PA240550,24,045,"Wicomico County, MD",2009,51856,47878,3978,7.7
CN240470,24,047,"Worcester County, MD",2009,28500,26370,2130,7.5
PA240050,24,510,"Baltimore city, MD",2009,274763,245574,29189,10.6
CN250010,25,001,"Barnstable County, MA",2009,121685,111971,9714,8
PS250220,25,003,"Berkshire County, MA",2009,71746,65751,5995,8.4
CN250050,25,005,"Bristol County, MA",2009,287158,253173,33985,11.8
CN250070,25,007,"Dukes County, MA",2009,12099,11497,602,5
CN250090,25,009,"Essex County, MA",2009,375753,337865,37888,10.1
CN250110,25,011,"Franklin County, MA",2009,38662,35292,3370,8.7
PS250200,25,013,"Hampden County, MA",2009,221960,198713,23247,10.5
CN250150,25,015,"Hampshire County, MA",2009,86427,80152,6275,7.3
CN250170,25,017,"Middlesex County, MA",2009,818003,751402,66601,8.1
CN250190,25,019,"Nantucket County/town, MA",2009,9372,8900,472,5
CN250210,25,021,"Norfolk County, MA",2009,357332,327116,30216,8.5
